size,bedrooms,age,location_score,price
1746.7634736309567,4,12,5.520693646533779,405058.2976236748
1133.7469050086934,5,2,4.157975006874501,276347.23451224546
1562.6590785014266,5,26,7.196538166105304,373974.2317931963
912.0989628360674,5,17,3.711616147857418,216403.041049734
1101.5441853304708,3,10,8.697631766817107,291781.5717062817
1559.058370760737,4,7,7.304963609587903,392984.3615796347
1721.539973998623,2,5,6.477131710629215,376241.01108109986
1551.4104843569912,2,0,7.962405955628543,347623.54423126107
1465.305515283528,3,27,7.5402303492838225,350900.2531340156
1409.6688913232133,5,0,0.3593867492155334,329884.73133013863
1056.4434028897717,1,22,3.9473435384482816,212522.37459110853
1284.0467374815873,3,7,9.308072973164897,332559.00285507675
1361.8083687120638,3,4,1.2572426899222622,277573.88459405967
1817.1366678656748,4,27,7.3709655043205125,409035.48383113527
1603.0854868705385,2,15,9.745918113353296,368829.21866396687
971.0879533911798,3,10,0.5219862904497163,198956.9081763967
1597.2251908184385,3,4,6.821938806266105,354424.0124982636
1384.475315875105,5,3,4.681541413010304,357920.48119921796
1296.9233999082123,5,29,5.791752553747221,317397.68291427614
1683.5028866522603,1,5,0.8534133648432485,347039.45450252434
1809.2998567487853,4,13,0.4300695186693948,355821.0121061103
1779.3840357348595,1,21,6.668666605509217,346573.48383102333
1248.2347430332084,5,18,8.23309429820718,305169.94591119647
1407.2362872446356,2,8,7.820153349329672,359840.4190187905
1599.3790294210692,5,11,5.438057278662374,375631.0790355482
1792.6635381367078,4,10,0.9986682113617817,379154.6702281865
1356.247728646413,5,13,6.880444438360138,302682.071927561
1444.3023070008549,4,22,2.4188888355414595,294821.2097756761
1168.0995077981916,4,15,9.110687027673837,272014.6096181909
1141.1380127757989,4,0,8.382653595457048,290077.273913989
1743.7577467182593,4,12,7.093829670873909,408619.71130119625
1906.8720085712469,4,22,9.488459558311304,427793.41539358237
1478.3969635258998,2,20,0.3142182151127293,321240.37283417047
1801.0598693676072,1,20,7.36200425060762,398582.06258070905
1608.4908075142903,3,29,3.3024277933640533,312532.62171347154
1306.4640736184626,1,12,9.060658856863652,280259.7521732005
1608.4186816525241,4,1,2.666751966619776,401170.3348768875
1961.410969939791,2,3,7.24856499315017,477225.8687433787
1489.2521882670146,5,27,8.776470196507814,307347.82376503135
1969.3930967442018,2,5,0.41656818382682426,410318.61274740857
714.0764687730767,4,25,3.9764757959203614,160160.10657628262
1746.5707513125672,2,26,7.6230903202193865,381412.0046648091
1526.1141204714513,2,22,4.54918889507587,353822.1310528997
1410.2977948602397,4,26,2.672526297935953,286741.0500751717
1527.5282329606507,2,4,2.1980534882319,289281.94374001137
903.7293256197322,3,24,1.3151826691637791,192901.93247275063
1434.0984336487463,3,2,8.571295598562823,384475.4460946474
1607.1337714535239,2,0,5.753554032515559,364119.3288228871
1943.3682134224548,5,3,0.7638494499145598,423892.1403312705
1344.5189345179058,4,24,3.8258032357063545,283287.61497455894
1257.4519191320437,3,19,3.677336508051099,288381.17370928894
1349.472886924639,5,1,1.8173919070946298,318392.31809470133
1774.6206353106222,2,25,4.355076254721907,365774.7143425909
1598.6253328979053,5,29,3.3209936539313647,343386.0931640367
1341.0719388698883,1,29,3.4180370549218253,250296.98080013145
1653.9802299340067,3,4,7.390265577879587,405773.2204112439
1529.1232648044122,2,2,2.2326338550519633,324416.2242388584
1790.5934971598667,4,28,6.418599588553554,379599.9661710955
1289.3840718367942,2,27,5.706496238809349,281861.3525614006
1401.7013560206694,4,28,5.680925123378673,287006.39033765416
1382.3675540603526,2,8,6.630073461417759,300019.47430271277
1060.9455155603644,5,19,5.483820361956539,235901.9190949837
1588.836083119373,5,5,8.792551148463847,421210.19063172484
1578.3165816539668,5,17,6.755800919502598,371837.58156668104
1501.5340369927383,1,5,5.469632513713881,303882.66704553575
1429.623859987456,4,18,8.297631202876449,357489.0992580548
1075.3887773848758,5,27,6.061465649334798,243774.24049214038
1373.8064031703923,1,11,2.9114424778517902,265384.93144659966
1397.185645041969,4,24,2.0709491817657124,289878.30373968335
1259.3168192335143,2,10,1.523277856626788,294054.22531919467
1451.6142865001973,1,1,8.994552125461016,335896.3739974131
1621.2152570443616,3,14,7.101354317980658,380256.6002810873
2065.855770363159,1,11,9.373784381643208,468081.6763898669
1552.3733438495517,1,11,6.0329180571494305,343004.7250157856
1577.2651172168294,4,8,4.734008814949125,392544.50051159674
1477.6662252701499,2,20,0.5971648897088933,274376.74940992886
924.3686354102875,3,23,6.716422815460298,193089.14429835227
1492.045837365235,5,1,5.822087597682311,354760.27234095865
1518.069062982308,5,21,9.902088935876215,368734.8889698468
2238.972633745586,1,2,2.3915877778224304,447811.53248141875
1442.2917105656632,4,11,5.307373552868358,341446.028114781
1590.4642027000837,4,27,6.509573351180727,351680.4756904182
1489.586469088427,5,29,6.445911747423436,357018.31861852336
1149.3965887141403,3,25,5.612935429484027,256266.88105496898
1842.8468443545062,2,15,7.769280103272255,396592.73227003356
1725.5799098060322,3,20,2.049812095268164,363582.0265262009
1737.309584112914,2,27,7.256272002744159,342639.39643834485
1227.1837635615784,5,23,6.197345714330892,291160.66752348375
1920.8382932808297,2,25,8.960751117945733,417859.4389178062
1079.4446811623156,4,29,8.471944390335818,257335.01014714476
1676.0571281400812,1,0,3.1514703913255326,369270.0794833636
2157.1366877429937,1,20,2.7623732497515308,412358.2834831006
1202.8391024607936,5,2,9.816533238524478,359691.1147409714
1330.1106811191685,4,19,5.272651809152565,340328.77425751067
1529.8954095262923,3,1,9.064209639144368,347746.6072038084
1348.9573037651403,4,8,1.638810237804822,281673.5520229672
1034.8009706801602,1,18,6.428189148001743,222962.80003652847
1520.5688924418082,1,14,8.098601873605862,328475.76824533346
1181.3088858821684,4,17,9.473952495864468,336059.7877712117
1642.0777291905545,4,25,3.373401410170235,352178.2393574513
1224.172729729859,1,10,7.249811699240524,303934.5095166936
1964.9803215052618,3,24,5.38813009039619,372954.2370239613
1265.0240122991288,5,22,0.6062892606646819,289319.6384297962
1403.3815451382973,5,15,6.899997373089434,328365.9595079402
1744.055165210901,4,21,6.900965582378435,377185.00956167915
1130.7407050698134,5,16,9.30606804846537,293711.32072804705
1568.237980381239,1,4,4.973124461689724,314021.54559007456
1892.1428262847285,1,11,2.302509207105147,392296.82179890847
1017.7550296316317,4,10,0.4456382344867915,234593.4964330962
1555.3901575596913,4,29,4.156421866859057,333683.9858099789
1577.964838274527,4,14,3.019167000775018,367429.4231014386
1734.5468615331931,3,26,7.610883060238756,406259.4285317155
1128.9147867365755,5,2,3.542677648410466,283222.1246076165
1103.863016074717,4,0,9.490711963148438,317773.1758254151
1656.5824696850693,2,19,9.623102029877842,376791.76825310267
1589.095401969956,2,28,6.209085902177081,334416.80003145535
1575.147855103763,1,15,9.28660287014883,356814.5386608164
1603.9344628490926,5,1,7.6085434451449565,439139.6766868401
1295.9925835264528,4,1,5.468596409751262,315847.96138426097
1569.676109148301,2,2,1.8030793542277812,309435.9005367255
1587.9217419896045,5,7,4.5859794351384,366056.77020129515
1285.6945745920896,1,23,5.608744633626176,275827.9767572569
2059.732353343427,3,27,8.639615807350102,445111.1398783794
1642.1498762735362,5,14,4.813333765356649,372144.65727159055
1142.6089508392054,5,6,8.976746726779567,292875.57843354606
1696.966082590149,3,5,6.743489790234689,400036.3879038139
1207.5954989318036,5,8,1.3699906305367138,299259.1784445205
1736.1253811227357,1,19,9.94981369325093,384591.5857927223
1847.5786737022213,1,27,5.272326607539126,360310.76115504093
1253.7953044944868,3,0,3.9185829640907888,303284.80140530056
1789.0128387732966,4,7,6.591137644695265,423075.115309284
1623.8342780809494,2,22,1.0889331398103907,321005.4599395951
1746.618047998347,4,22,6.365386467533543,364464.44291695475
2069.0378947961844,5,2,4.98236000499273,489665.90599649807
1426.383565199139,2,3,4.066740699985831,312298.48717043304
1273.8791506927532,3,25,9.530200211788992,315739.20331769076
1233.145671112343,3,24,5.225397167320533,269414.49289407674
1255.2569145103685,2,14,2.1911747946993843,277716.84131202847
1476.8694871757687,1,5,4.589634793772986,314786.44366302365
1602.3455924449931,2,14,9.193874045726727,360124.21196540305
1583.0072397990057,5,20,1.7609547133059467,375291.2464514575
1748.1549747108072,1,2,2.139570386882369,376055.5506448834
1503.900567563372,3,24,0.1302956775708375,281141.30125241383
1936.060223147195,2,20,0.1419004939576718,395861.0358716369
1420.6029500286131,4,20,8.293916269585125,324924.07668509084
2316.0507499768855,4,13,7.321226068429558,524830.2430937553
1687.700204329502,5,19,3.5504105645195825,413525.5863056864
1242.8527330751153,4,13,6.983111572275727,275360.4567236406
1178.7322505816664,2,3,3.9520592630997022,267491.1079965011
1644.7417245729555,2,11,9.528967959978274,388258.6175325231
1432.9611644022448,4,16,9.670526814260349,366238.8336450442
1714.2001482276276,2,6,3.927937758093434,348655.0402887752
1641.9712873720634,5,8,8.54221906340868,378389.5474199557
1478.1513262029382,1,2,7.7308904169746615,363099.7043652695
1245.9618845794785,5,27,3.0999993717178933,259784.07663840844
1045.5458325942407,5,12,2.3203982890110595,237465.50780395712
1366.0455143798936,2,14,4.582346503928338,326125.82885106374
1756.9196382970417,1,17,7.813488406144062,376345.4159847651
1564.2281232390612,2,18,9.601677847287455,355378.778437881
1126.2783663864036,3,0,7.635790688665725,289838.63781757874
1551.9542777553545,2,5,8.5520698501837,341171.563467126
1615.595213918651,2,26,6.030643061705165,347786.1970801438
1234.84276913966,2,26,8.35407830842126,277927.95580855076
1546.1175317836585,1,22,7.844208580034176,328818.37576369126
1517.4626155337999,2,26,3.769855419262801,301015.33941754885
1157.108910650813,1,26,5.519903021207211,224174.9042494329
1607.336208104485,4,1,8.047531219896948,418454.56551133003
1668.2353579104704,3,23,0.4605673418995637,328624.04702747
1824.915372952583,1,13,8.0807928235583,394605.81793763035
1816.1406156104708,4,5,1.7788812404902343,415220.3924222208
1086.6991896128727,1,13,5.14683617121439,237733.2373922542
1218.6524880254633,1,3,8.082754395559377,322489.7907336983
1654.510580162598,3,20,2.5382107815669483,308365.8343908883
1654.1357852736626,5,7,2.45807439306153,388615.67778738536
1654.5143058918143,5,29,4.027643984622519,343428.96549203206
2655.819447196416,1,2,8.946427975776345,564054.2986230663
1671.26715320795,2,18,0.004427814372078842,318134.2855925635
1840.6696920541797,4,29,9.013830966419349,410796.6814125679
1786.2005290479606,2,13,1.5380702464160778,367411.8385601407
1695.4173753917394,2,26,9.90086376067482,339241.66956815217
1405.4192266078962,1,19,9.54846993038468,299504.51837994624
1727.6907661479802,1,16,4.946751895912833,361896.3437386894
1268.1524356387285,1,24,5.127202478126281,235727.89050270402
1428.9544179779973,1,7,4.815493402758543,287072.67251506186
1354.390935651269,5,23,6.354436456595226,273027.72326337104
1524.5622418158969,1,13,0.9072170223493103,286684.6645074188
2194.397570002053,5,25,0.32617948341566505,430017.8274384726
939.8204422224755,5,5,0.5770292841589886,213670.5772030889
1705.878057112354,1,22,4.443653492415144,334957.4728189535
1016.1852386431045,3,21,2.755479392194834,203517.86715873712
1358.42044026317,4,15,6.220395623709938,296961.30829399754
1826.6851790902099,2,24,9.92442289374779,356642.3189821164
1519.284005728639,5,18,3.8632317307646593,352219.18590250396
1176.6765666212082,4,13,5.738412541045133,299583.92030563677
1285.4088872220095,3,18,4.156038959073355,272927.0726598812
1703.8793246804028,2,2,8.472716677218594,394823.934393088
1280.890010484859,2,9,9.022364034622381,307846.0325838062
1564.9375768745924,5,18,8.7735561220526,411430.9675174265
1513.671551971144,1,8,9.743722386792577,318098.76645167626
1304.519895718255,3,27,0.2751918514041529,243490.14388322033
2143.183226797598,5,19,8.39816162145531,457687.99418414175
1690.1757066954033,3,12,7.5177217303909325,394870.1191657465
892.4572240027179,1,6,2.2869440940036476,188046.99739480158
1555.9362944308282,1,13,9.563200933875276,353563.1058142635
1301.4640605694835,5,8,1.4817792822994547,308764.1597772155
1755.7300004388671,1,26,6.795499271339084,375937.6615185392
1262.2437784701897,4,27,2.248902168159125,273955.9258262029
1465.5790675599303,2,22,4.313806487740747,318295.00510389154
1651.496183694137,5,24,7.191598969445689,358946.537788117
1759.7265582510365,3,27,5.633246420330467,393474.96105136257
1139.9110778832671,4,18,4.275018313281117,247910.05235327905
1399.6496292477154,5,14,3.2633843093198722,311949.4565436628
1357.5164066517132,1,19,8.396596557087904,300403.11566284206
1304.0012302278865,1,13,1.438143503148137,264529.3288223035
2029.636272084329,1,23,4.301028765298001,381495.2621987062
1621.4945132882867,1,5,9.037575717751421,368521.19541093655
1121.7348136994865,3,20,8.458495504599677,296404.14660028525
1775.358584116433,4,28,4.009417624730467,343752.073716257
2136.64685910379,2,3,7.6310836360130825,510689.17482107796
1809.739578165344,3,7,8.231608307088592,417771.988140182
1044.1890102137959,3,16,8.888874240036298,212527.07657423758
1354.7297781401246,2,29,5.44505769049228,247336.60941082824
1880.073344755987,2,8,2.044608860547118,374968.16249922913
1287.6991603143658,1,0,2.5530907650393164,267826.69987241493
1633.1458284438686,3,23,2.956946740416042,334819.6342183472
1732.390216028801,5,19,5.938024808096155,343598.5646510095
1221.920858526575,2,24,0.3280962412860844,233760.74076129848
1482.14239318146,2,13,6.360424687799683,307628.7919087927
527.6197979792782,4,10,3.64354238428232,176552.1229492884
1192.683707599713,5,20,2.9524180248964216,267895.2972295452
1424.2295545820518,5,2,8.794965707281264,394677.6628874713
1125.6650454105452,2,8,4.600023955807989,278340.1084594348
1989.7233911794906,1,26,0.9505304553269278,395362.79538185714
1070.9575866118103,4,13,8.26746768026247,264700.7208644247
1367.9866539909049,5,29,0.476412574365066,270895.39051557984
1539.2221731858274,2,8,7.267492241681967,347682.42985980894
1932.3819867198347,5,3,7.7390622177066515,483396.4559400787
1069.2413546461682,4,26,3.526026059288582,222264.4958305933
1848.9491256464878,4,3,8.247878562777867,444143.96847138193
1503.0699183058762,3,27,5.156594058564535,321368.8302807869
1205.5474046856148,2,7,4.632936532727968,255676.32507980545
1638.631042278981,4,1,0.45403281468692547,349134.2067626485
1559.717908672041,3,8,2.900291936489059,341279.7637887737
1319.9349368523617,3,28,9.310099708852999,298021.0622137702
1520.9406254970056,5,13,3.918239632835,362957.032863609
1384.405920941472,5,21,5.467005205567683,336153.94171516394
1534.0552035753744,3,8,5.320216789842518,329430.86825285445
1698.639202356314,5,23,5.9043108982269334,368507.69632352615
1975.8050448436056,4,22,0.6133095564328261,385812.5109996232
1128.6553503519453,1,15,3.6217625479872826,259588.8308421539
2139.91001239688,4,28,7.231282738825541,459733.004369453
914.3736601432495,3,29,2.005602510729829,179725.33048719945
1454.464471489325,3,16,2.0357837754636043,308227.3004554533
1676.495161945373,4,15,0.10090606689024728,338990.162449173
1584.2975603205098,5,29,4.374819266082097,376518.99877343304
1313.1901440538218,5,11,8.82734380673422,348495.28094081
1437.5633248928175,3,2,0.5190094358730901,317899.5227534879
1352.0997196023502,2,10,1.9111870949600263,262870.7509722588
1323.1905729167365,5,13,3.1008453834275507,287403.69166736014
1754.8806291063074,4,17,7.317247365642129,395884.21201735677
1607.1046457895143,5,20,6.4063559280258655,359452.87292659556
1292.1271214218036,4,20,4.159439045818551,267873.7326025224
1769.8799626299751,3,4,7.590689392583757,408510.2790974827
1592.1898562629829,5,15,6.096310116569019,372090.9612699239
1743.858635651688,4,19,8.96040799657219,407909.47552240395
1688.8886525770836,3,4,8.18026749138693,392600.6785448661
1251.3014967233782,2,2,2.5281360608920056,259748.96575593506
1331.945687940909,4,11,2.7143857763420023,284002.6487500669
1724.1880815369786,2,0,1.2535647579238562,395364.89468153875
1683.1110796300395,2,20,3.369647257174565,318435.29848464584
1493.7295218107556,1,28,9.995439187190943,323986.7462639313
1535.1982149926346,5,8,4.05751168615061,375718.1280247679
1883.2994687365274,4,28,2.204884346891064,383258.80596504745
1322.528583349251,2,8,7.62482884475553,345986.4420617314
1664.1292143510113,1,3,5.42471003462656,375483.77290388907
1439.3422042698319,3,2,1.4960144952695253,359206.57429640705
1434.695639031834,4,16,3.8068968116086577,308952.3318261126
1829.633055596157,2,1,4.144697155393433,392471.1886983302
1747.624904696409,5,23,7.538297005692186,413267.209141343
1744.0528908001916,1,0,0.20671368891904462,354614.8338582495
1891.6436421462986,2,7,2.690196467983105,434993.0192670156
1506.3011524898277,5,12,5.17596301315522,365974.05323636037
1704.5858913884892,2,22,2.6884674245284335,320468.03100320563
1406.9199730219632,4,14,6.284340474189989,297069.3688044621
1597.2499057465327,4,7,4.818674792746166,371478.58326617203
1460.9570836896946,4,11,3.617102548595806,331994.4668902533
1529.0987894978155,1,21,9.492086268705123,338055.50770925643
1678.5471076310741,4,11,6.321594991864574,415031.20796065574
1254.5337950299581,5,13,1.2994137226794122,309486.09369926725
2127.716182705638,2,14,5.600916974433955,440969.80076656875
1198.1947855500894,3,14,7.80731853200901,261799.16173397447
1135.7434161636804,5,8,7.0848969749279735,275890.74540719454
1847.4332620500204,5,18,1.7208922929525938,386355.07976833946
1737.4988081888807,4,25,9.724199990401033,391286.13062900095
1687.2359451156465,1,19,4.48813645746606,347489.1140897629
1688.503652779284,2,28,1.590250037402613,307632.6288049503
1496.3259681459256,1,21,1.8019575412814792,292382.82075785875
1230.8236885542506,2,7,0.982349921890805,267817.29023748514
1522.7413674581178,2,20,8.035181084349343,337591.0565652881
1296.8514865463665,1,18,1.2203049432184865,225899.3620851118
1792.5359200253254,5,5,1.2512525714174694,416619.98136687157
1455.8827855493585,2,19,8.504716147608377,366825.53042324807
1252.3508409622466,1,24,3.446040844475596,246618.3089530854
1403.584247504102,2,28,0.3085790430807245,201198.2427031986
1623.8794362826873,3,18,0.5189529951841088,355188.24367339606
1330.8826341588076,5,3,1.4217044670389556,304730.09363296855
1253.3338813300707,4,22,2.1339334797568954,313650.6974747125
1573.1061634475736,2,6,6.651461942384054,361205.81142875424
1573.4899713326167,3,27,1.5732628000182824,278370.2943868982
1347.917047388661,4,27,1.18874391177072,233733.17923741075
1358.6885083145032,4,3,7.6471914147627915,376268.47399023216
1569.6149812072908,2,21,6.710552838599144,358093.86015279935
1065.5746975508027,1,11,4.3532422145523615,272901.5282982561
1077.7608676870334,2,12,5.493097714801039,245236.151822883
1284.4667336242692,3,2,3.119840203264185,298361.95007358113
1435.9658544864458,4,21,4.825004202353607,312163.81606588606
1593.2722696794015,2,11,5.066726489827458,334322.28155983315
1942.6068650848656,1,1,3.872372711780959,408534.6454867216
1757.2978869606059,2,23,9.065722106721628,386637.4545722099
1452.0184410109719,5,1,0.16061864981006146,322828.76571300265
1494.2951376291933,1,26,7.821712630912462,275581.80374292127
1199.2411906086572,3,22,1.2438283124132432,246264.91236408122
1494.446059202283,4,8,7.975473605371994,349442.66789344803
1413.4024083239585,2,0,6.159119156767212,268687.32294982637
1596.8155681014268,1,7,8.432780909364023,372078.36598024564
1251.8307169343032,5,22,0.9751432564089746,250080.67890656492
1655.8039542723518,1,5,5.5898063409977405,374845.6116532737
1959.8216739007732,5,5,5.010878802621971,472275.6909235841
1467.3719554629427,3,21,7.061931829633586,332955.8504712131
1620.5135166296825,4,24,5.3429055189367585,404753.58772775024
1707.0431975133338,3,17,5.407345671331042,370184.33085987443
1379.633858434249,2,16,4.295959435760647,287693.7775156813
1567.227744543125,1,28,3.0883442400734085,310560.7185373304
1503.7777202345385,5,11,4.822643612521922,357259.8148672414
1529.3028295646495,5,5,1.1849235876840059,377495.0545992301
1268.09706484336,1,25,9.615133389830849,248818.96176631577
1507.3530522776828,1,26,7.144107636265983,283147.65968757967
1649.3994873736349,2,7,9.524671166878468,402319.44313564367
1935.3430823385124,3,18,2.2672738232996323,378108.7667974286
1787.781247825562,5,27,8.79341020176528,423205.2727027931
2145.954737253467,2,9,8.087899845635384,483530.50360307767
1269.7957311335852,3,0,6.771524124576737,303927.0011290474
1761.6961910162036,2,24,6.250291860852057,374934.10071216966
1555.0026017215055,5,28,3.1654966526786996,310136.1546920098
2156.9408799653015,1,12,8.164107849650307,444210.71671603783
1257.5105143934545,1,16,5.015154614797338,257834.12118443626
1248.0834473457671,3,2,0.7089157589128536,281739.8246451621
1320.1822063667933,4,7,3.1286316085513,303106.828576358
862.8312827070579,3,13,9.352970985453275,238493.43074614016
1342.2734934957716,4,2,8.506802606048463,355758.04003036243
1272.2602015338907,2,15,9.819056980765392,331634.661377568
1545.1181359428622,2,12,6.279933826040981,340517.5893758772
1602.5267927331479,5,19,2.47510073140412,378272.13082733273
2062.851251764766,4,23,1.6281504967686378,444625.5130946743
1785.127151455815,5,16,1.8691444060846163,438250.697987449
1326.928903301279,1,12,0.19795658347254386,255830.40317957304
1230.4755985954926,4,28,3.9068211098593917,255222.0508393357
1647.5757514519516,3,5,1.914276804995425,386740.41876024206
1103.9300378938074,1,16,4.116554604567025,235077.43203642181
2049.4376297563063,1,13,9.349944318387655,472770.4318788775
1853.832036216386,3,16,4.3054020950719,412629.39367842674
1359.2473043685886,1,29,8.779844969848348,240113.44389496953
986.0596412727367,4,7,6.055047666158765,264513.6021259648
1906.1617122496239,5,10,2.471315546613919,434813.2381420242
1465.6380464242147,1,19,3.558547592592114,295082.4852970828
1871.3448935920385,4,27,0.8391953582142941,375320.0944270115
1021.6717023616899,2,0,3.334625935960105,209164.59959625194
1320.1874931138682,4,25,6.775409455035341,317898.0842427168
1501.573109915455,5,6,0.7211109292943518,352395.54519143264
1514.0941781294225,4,20,2.0540140847802935,345128.0399977345
1364.980358556227,3,20,3.814410414133115,261293.01329640593
1686.8549797042497,5,16,9.820495370159625,422616.16258255346
1179.7138711852217,2,29,7.848618229588801,246992.67863405708
1457.286154493612,3,9,7.334867464921039,347507.32842183823
1536.0886895135698,4,10,1.1619095652544598,333564.09304536844
1654.3316502176247,5,21,7.809958936149915,399288.2832738771
1713.484463426667,2,29,7.852688115160151,355202.87084130256
1162.6073724486391,3,8,6.011026956243283,259538.31076983042
1039.7657487793133,2,8,9.903617819983719,267199.7472315051
1883.3030465695526,4,23,3.2525390592455192,394139.8138674281
1599.6942035938775,2,4,9.412724482418517,379334.5907082904
1275.454039033034,1,16,9.147311149565036,223071.1340336291
1965.345592656757,3,8,0.11480659749377842,425295.87319019437
1534.7023902878575,2,16,4.50116526474811,319153.0320343764
1853.789155219148,4,23,9.771042330515733,398149.97121604293
1520.2555444230327,4,20,1.031213624080758,337658.44734197314
2118.2243774645963,2,18,5.477846943833194,456761.4247671438
2026.6022527329615,4,26,9.78957507041104,448721.92197315034
1425.310755456278,5,6,5.554954241058602,330793.53470614826
1791.4712852863067,5,22,1.8981530297215599,388345.6368994566
1693.6127848755443,5,8,5.821832300925898,408293.8401714905
1910.5894672597046,1,6,2.0444057394954687,411826.6078092539
1210.5229618259687,2,12,5.197042628944843,261215.09521270817
1705.8154379995317,1,10,0.74042217912348,363763.64119282365
1817.5273460548763,4,13,6.054826692144046,403474.5426049802
972.3781540730657,1,18,5.167899391281582,176398.4920801726
1145.0224462002675,4,10,7.401613687614631,268366.902568581
888.2303466719699,4,12,6.30700471158785,229932.8621096209
1419.1779496666327,3,13,5.4960626853075665,320505.61317868973
1715.2626767387887,5,12,6.897788492481212,416098.70062517934
1950.7071156288084,4,0,1.4394191357223085,435531.0381820044
1522.2284341259326,3,7,5.953596612586041,373260.0402094034
1988.5846636713875,5,11,1.7211060282277768,434600.5809061649
1085.9695625355325,4,18,9.255222078518809,236544.49760227225
988.9852681934535,4,11,0.683341048456042,222291.82511165502
1483.3356903310143,1,7,4.303747496907933,277550.3017954129
1615.2196346817923,1,7,6.957974776554448,362761.62043908465
1490.191575571772,5,28,4.580222116682587,350083.28567746567
879.767369988037,4,20,0.9209525323290235,170833.74693360215
1473.2639881461635,2,12,5.533790161267074,352692.88216340507
1108.659149848544,1,11,6.4163190882735455,264170.05030564516
1700.9017646490115,5,28,7.037923109905076,407499.5715876288
1609.9794738290545,4,15,3.7325981446275893,361950.1626176415
1218.0360641017935,4,0,5.636599710287622,291934.9078567604
1345.839924798992,2,12,4.506864749389131,309318.6172630268
1182.2359434333146,5,25,6.720560387522534,270057.9724889088
1481.1962708180483,4,6,5.835569673248186,358774.79265191767
1786.5426961503715,1,27,5.2575621955913485,349669.3303519587
1204.2821860993367,2,25,2.4952436683824866,258326.5726977177
1651.2139546553533,5,4,0.020185177482339167,388950.2569369489
1340.9227144882677,2,7,1.7408167531142926,284777.3106969776
1262.1381503212967,1,24,1.1706604142416865,193248.7882646647
1467.8908920136328,5,26,4.4908474501094675,314327.86632268986
1189.4273032741878,2,13,6.122581507618446,283082.8139826181
1333.9052083958454,3,22,2.1308500868480817,280037.49733434117
1140.6366322233455,1,29,9.390570959671871,211515.74255477125
2089.4175398749167,1,12,0.06682129223887778,374085.85498679994
1510.5790655915187,1,14,7.723010151653429,333641.04687971994
1290.0823476022242,3,22,6.252047695304422,265135.5646426514
1564.1939732202666,3,16,3.735548010476819,318300.6054796859
1466.301585092751,4,14,0.5048894441240792,328236.91881482373
1433.709120140033,2,19,6.274865717842793,333660.9282255341
1684.2500100130276,4,17,3.8561351286564802,355616.63710516196
1727.2523130141915,2,17,9.362671394132192,385868.6134212558
1340.8496557168419,3,1,5.419900748897659,322284.50156816945
1327.254527806596,3,3,9.396515112935083,334649.39903206425
1417.4844908545067,4,29,2.204836934733041,291833.0523676925
809.4236505793245,5,0,7.257259103641033,263301.00419087324
1045.4426813404343,4,3,6.172490208487257,261972.50037593127
1910.0622802333573,2,17,7.394082298313118,382977.31684791576
1993.4903140503852,4,4,2.146678639725368,477231.6546807791
1425.2891881330866,1,18,6.649945162377737,323096.001928307
1672.9670889167298,2,14,4.98040393056869,336422.6800112014
1593.3750463630608,2,27,7.428249749063163,338028.89819344704
2423.6642425365712,5,7,3.2704464415181778,560799.1240066274
1835.872473430373,3,19,8.900570254652525,428158.22484985803
1461.62472255577,2,16,0.8430131461135038,301780.27644030715
